, Tweet,TweetClean_NonPT,TweetClean_PT
572,"@IndosatCare min, tolong balikin pulsa saya. Lagi kere dapet musibah ginian pula
Kenapa sih di sms kemarin aja paketannya sampe jam 3:50 
Tapi kok jam 3:46 udah mati. Kepotong segini sayang banget:((pic.twitter.com/6MyPkMqpyj",min balikin pulsa ginian sih sms kemarin paketannya jam jam kepotong,min balikin pulsa ginian sih sms kemarin paketannya jam jam kepotong
573,Balikin pulsa saya woy... Kuota masih ada Internetan ambil dari pulsa...,kuota internetan pulsa,kuota internetan pulsa
574,"@IndosatCare
 hal yg lucu, ktika kuota internet masih ada,  tiba2 pulsa kepotong utk 
akses internet. Dan ini sy alami bbrp kali. Merampok customer...pic.twitter.com/GSZnl4UcgE",kuota internet pulsa akses internet kali rampok,kuota internet pulsa akses internet kali rampok
575,Iya udah bisa. Tapi kenapa tiba2 pulsa saya kepotong segitu banyak? Masa sehari ilang 25 ribu. Gimana ya?,iya pulsa,iya pulsa
576,@IndosatCare tolong ini di unreg dan blokir. Dari tadi saya unreg tapi nggak bisa. Saya nggak pernah registrasi konten inipic.twitter.com/xdkhexMfiU,unreg blokir unreg registrasi,unreg blokir unreg registrasi
577,"Banyak komplain tentang pulsa yg terpotong meski kuota masih ada, kenapa kayak gak pernah ada respon???",pulsa kuota respon,pulsa kuota respon
578,"@IndosatCare
 : ini sdh ke-4 kalinya pulsa saya terpotong oleh konten yang tidak 
pernah saya ikuti. Tolong diperiksa sistemnya kenapa bisa bgitu.pic.twitter.com/ssSKDzsXLt",konten,konten
579,"@IndosatCare
 malam min, pulsa saya sisa 8000 kenapa tiba tiba habis ya?? Padahal 
saya masih ada kuota internet tersisa 246mb, tolong min kenapa masalah 
nya pulsa tersedot??",malam min pulsa sisa habis ya kuota internet sisa mb min nya pulsa,malam min pulsa sisa habis ya kuota internet sisa mb min nya pulsa
580,"Ini
 kenapa gini lagi? Jam 21.31 udah terdaftar paket internet, jam 21.33 
pulsa ilang 27rb. Ini indosat kenapa sih?  Mabok apa? Pulsa awal 34rb 
jadi tinggal seginipic.twitter.com/0F6yDm2ZaS",gini jam daftar paket internet jam pulsa ilang rb sih mabok pulsa rb,gini jam daftar paket internet jam pulsa ilang rb sih mabok pulsa rb
581,"@IndosatCare
 min, tolong ya saya dari kmrn gagal terus buat daftar paket bulanan 
obrol. Kalau ndak dipaketkan pulsa langsung seret. Segera diperbaiki 
min.pic.twitter.com/5O1zT5je34",min ya kemarin paket obrol pulsa,min ya kemarin paket obrol pulsa
582,"@IndosatCare
 status nomer saya gimana, kemarin ke gerai buat ganti fisik kartu. 
suruh tunggu maks 1x24 jam biar data di kartu lama pindah ke fisik baru.
 ini udah 1x24 jam gak pindah2.. no saya di DM tuhlah benerin",status nomer kemarin kah ganti fisik kartu suruh maks jam data kartu kah fisik jam no dm tuhlah benerin,status nomer kemarin kah ganti fisik kartu suruh maks jam data kartu kah fisik jam no dm tuhlah benerin
583,Mohon info Gerai Indosat Ooredoo yg paling dekat dari daerah Tanjung Brebes Jawa Tengah.,mohon info ooredoo daerah brebes,mohon info ooredoo daerah brebes
584,"@IndosatCare
 Wah, kok Indosat jahat bgt ya. Udah 2x saya ngalaminnya. Saya beli 
paket internet 1GB 1rb/hari. Katanya bates pemakaian sampe jam sekian, 
eh gak taunya abisnya lbh awal. Alhasil, pulsa saya disedot tanpa 
konfirmasi sampe habis. Gmn nih, min?pic.twitter.com/XhlIMmoQsw",banget ya jam kian eh pulsa disedot konfirmasi,banget ya jam kian eh pulsa disedot konfirmasi
585,"@IndosatCare min pulsa saya raibbb lagi 9000 ini sudah ke3x kalo tidak salah, padahal kuota masih ada dan saya juga ga pake 4g:""(",min pulsa raibb salah kuota,min pulsa raibb salah kuota
586,klo dpt keluhan jangan ngilang min....,ngilang min,ngilang min
587,"Ternyata banyak pelanggan yang mengeluh masalah pemotongan pulsaa,.. Mohon diperbaiki sistemnyaa, saya",nyata langgan pulsaa sistemnyaa,nyata langgan pulsaa sistemnyaa
588,@IndosatCare sinyal e  hilang ..wes tolong dong service nya  ..@infosekayu,sinyal nya infosekayu,sinyal nya infosekayu
589,"@IndosatCare Admin,kenapa kok pulsa saya sering terpotong ketika walau sudah memakai paket internet",pulsa paket internet,pulsa paket internet
590,DM saya dari seminggu yang lalu ngga dibales!,,
591,"@IndosatCare
 Mohon penjelasannya, kenapa pulsa saya tiba"" habis kesedot utk 
prmakaian internet padahal kuota internet masih tersisa? Sudah ke 3 kali
 ini saya mengalami hal seperti ini. Tolong penjelasannyapic.twitter.com/1wROpsKOuW",mohon pulsa prmakaian internet kuota internet sisa kah kali alam,mohon pulsa prmakaian internet kuota internet sisa kah kali alam
592,"Tapi pake indosat ngga untung"" banget ah.. Pulsa kesedot mulu.",untung banget pulsa kesedot,untung banget pulsa kesedot
593,"tenang aja mba2 & mas2 admin @IndosatCare
 ...santai..terus aja bikin tweet ga penting & ga jelas...jgn 
hiraukan komplen pelangganmu yg bejibun...ntar jg tweeter loe sepi 
karena pelanggan loe pd kabur pindah oprt...ntar lg jg loe pd diphk 
karna indosat pasti bangkrut...!!!",admin santai tweet komplen langgan bejibun tweeter sepi langgan kabur diphk karna,admin santai tweet komplen langgan bejibun tweeter sepi langgan kabur diphk karna
594,"@IndosatCare
 jam 16.54 Paketku udah aktif tapi jam 16.57 dapet sms begini dan 
pulsaku kepotong 5rban. Asulah jangan bikin murka orang patah hatipic.twitter.com/A9oOwkls99",jam paketku jam dapet sms pulsaku asulah murka manusia patah,jam paketku jam dapet sms pulsaku asulah murka manusia patah
595,"@kemkominfo @aduanBRTI @YLKI_ID
Tolong tindak ini operator @IndosatCare
 pulsa saya yang hilang tidak jelas kemana larinya. Jaringan internet 
sering bermasalah, paket murah kualitas murahan. Mau komplain saja susah
 berhari-hari tunggu dan kalau dijawab tidak ada penyelesaiannya.",kemkominfo aduanbrti id operator pulsa kemana internet paket kualitas susah,kemkominfo aduanbrti id operator pulsa kemana internet paket kualitas susah
596,"Niat hati pingin ramah, apa daya dibalas marah . Makanya min cari rejeki tuh yang halal barokah..",niat pingin ramah daya dibalas marah min halal barokah,niat pingin ramah daya dibalas marah min halal barokah
597,"Dm sudah lama sekali, tapi tak di respon. harus berlalih ke warna merah dong berarti. Ok, pindah.",dm kali respon kah warna merah arti ok,dm kali respon kah warna merah arti ok
598,cek dm dong min,cek dm min,cek dm min
599,"Min
 DM nya dibaca dong. Tdi pagi komplen disuruh kirim DM, eh tapi ngga 
ditanggepin sampe skrng, ini yg ke 3 kali loh min DM nya ga ditanggepin.",min dm nya dibaca tdi pagi komplen disuruh kirim dm eh ditanggepin kah kali loh min dm nya ditanggepin,min dm nya dibaca tdi pagi komplen disuruh kirim dm eh ditanggepin kah kali loh min dm nya ditanggepin
600,"pulsaku juga kesedot terus niihh, gmnaa nii kelanjutanya dri pihak insosat,,?",pulsaku kesedot niihh gmnaa nii,pulsaku kesedot niihh gmnaa nii
601,"Dm aku kenapa gak dibaca, kak?",dm dibaca kak,dm dibaca kak
602,"@IndosatCare Halo min, saya gak minta langganan konten, tapi di-register oleh si content provider tanpa ijin dari saya.
Apakah masih jaman cara curi pulsa model seperti ini? Hadeeeh...pic.twitter.com/6Um67Anzu9",halo min langgan jaman pulsa model,halo min langgan jaman pulsa model
603,"@IndosatCare haloooo sy baru isi pulsa terus saya tidur, bangun2 kok ilang 70rb ya???",haloo isi pulsa ilang rb ya,haloo isi pulsa ilang rb ya
604,@IndosatCare Cek dm please.,cek dm,cek dm
605,@IndosatCare 2x sy lapor dgn jeda hari yg berbeda ..data rolover lg 15Gb tdk kembali...apa memang ngga ada yaa? Data Rollover berarti bohong,lapor data rolover gb yaa data rollover arti,lapor data rolover gb yaa data rollover arti
606,"@IndosatCare
 halooo saya gak bisa paketin kuota katanya sedang masa tenggang, 
padahal masa berlaku nya masih sampai april, dan pulsa saya cukup, ini 
gimana ya??pic.twitter.com/GxZMFG8Evp",haloo paketin kuota tenggang laku nya april pulsa,haloo paketin kuota tenggang laku nya april pulsa
607,@indosatcare Indosat area kelapa gading residence di dalam rumah sama sekali tdk ada signal. Kode pos 14250,area rumah kali kode pos,area rumah kali kode pos
608,"@IndosatCare
 Tolong Anda didik karyawan2 Anda yg berkantor di Wisma Antara untuk 
tidak merokok di ruang yg bukan untuk merokok. Pendidikan tinggi tp tak 
bisa membaca. Sdh 2x saya mengadukan staf2 Anda ke satpam gedung karena 
merokok. Saya yang batuk jadi tambah batuk! Mengerti?!",didik kantor wisma rokok ruang rokok didik aduk kah gedung rokok,didik kantor wisma rokok ruang rokok didik aduk kah gedung rokok
609,@IndosatCare min... haringan h dan 3g aja nih dari pagi. Jd lemot akses apapun,min haringan nih pagi akses,min haringan nih pagi akses
610,"Jaringan
 saya ga ada masalah, cid. Masalahnya adalah pulsa saya kesedot sama 
internet, padahal di sms terakhir saya masih punya waktu sampai 3 hari 
lagi cid",,
611,@IndosatCare kemarin saya pake paket internet yg yellow itu yg 1000/1gb 1 hari. Kemudian hrs berakhir hari ini pukul 08.01 tp nyatanya (1)pic.twitter.com/GighfQIKpk,kemarin gb,kemarin gb
612,"@IndosatCare
 Min, saya akan registrasi paket yellow, tapi gagal dan muncul notif 
seperti ini terus (foto). Padahal nomor saya sedang tidak dlm masa 
tenggang dan masih ada pulsa. Mohon bantuannya, Min. Terima kasih.pic.twitter.com/QwAtI0Dnen",min registrasi notif foto nomor tenggang pulsa mohon bantu min,min registrasi notif foto nomor tenggang pulsa mohon bantu min
613,"@IndosatCare
 ini kenapa sih, balesnya telat 1 hari mulu?? -_- hadehh.. tolong adakan
 admin yg balesnya langsung... Masa nanya/butuh sekarang jawabnya besok 
-_- hadehhh",balesnya telat mulu admin besok,balesnya telat mulu admin besok
614,"Min,
 ini aku disms gini tiap hari. Untung aku fakir pulsa jadi gak kesedot 
pulsa. Bayangin tiap hari pulsaku kesedot buat ginian!! AKU MAU LAYANAN 
GINI DIHAPUS DARI NOMER INDOSATKU! JGN TANYA NOMERKU! SUDAH ADA TAK DM!pic.twitter.com/knD8e8JJJH",min disms fakir pulsa kesedot pulsa bayangin pulsaku kesedot ginian layan nomer indosatku nomerku,min disms fakir pulsa kesedot pulsa bayangin pulsaku kesedot ginian layan nomer indosatku nomerku
615,"@IndosatCare
 halo.. mau tanya euy! Galeri Indosat Roxy Mas hari sabtu itu buka kaga?
 Thanks.. tolong jawab dgn sejujur-jujurnya & detail.",halo mas terimakasih sejujur,halo mas terimakasih sejujur
616,@IndosatCare pulsa saya mencukupi tapi kok nggak bisa beli paket ya? Kenapa lagi sih iniiiiiipic.twitter.com/3AcuSk4txo,pulsa paket ya,pulsa paket ya
617,"@IndosatCare ini kenapa jaringan 4Gnya kok tiba2 hilang ? Saya cek 2 kartu, sama, 4G nya gak muncul.. kalo 3G/H+ muncul ? Hadehhh",jaring cek kartu,jaring cek kartu
618,"percuma
 screenshot menurut gua kalo cuma bla2 doang. kemarin ud gua send 
fotonya! dan gua ud kasih bukti langsung kegerai indosat. tapi tetap low
 respon. ga gercep. XL via call center aja langsung diganti pulsanya. 
ini 2x kesana . belom gnti!",kemarin kesana gnti,kemarin kesana gnti
619,"@IndosatCare
 hallo indosat! Saya menggunakan paket 1gb/rp1000. Kronologinya kuota 
saya 286mb menjadi 285mb padahal saya gunakan instagam dn youtube masa 
saya hanya habiskan 1 mb. Cobalah untuk lebih jujur dalam berbisnis, 
bnyak dri teman saya yg habis pulsanya karena hal ini.pic.twitter.com/MEQNHzT2kR",hallo paket gb kronologinya kuota mb mb instagam youtube mb cobalah jujur bisnis teman,hallo paket gb kronologinya kuota mb mb instagam youtube mb cobalah jujur bisnis teman
620,"@IndosatCare @kemkominfo @DevaRachman @aduanBRTI
 sebenernya aku tuh maleessss banget kalo harus komplain sama IM3. 
Soalnya lama penanganannya. 2 twitku sebelum ini aja gak ditanggapi :(
Tapi gimana lagi. Ini pulsaku kepotong lagi :( Padahal baru semenit 
paket yellow aktifpic.twitter.com/h1aUqllH21",kemkominfo devarachman aduanbrti tangan twitku pulsaku semenit,kemkominfo devarachman aduanbrti tangan twitku pulsaku semenit
621,"iya , kenapa dm  saya tidak ditanggapi ya",iya dm,iya dm
622,@alexanderrusli @YLKI_ID apa harus mencontoh kalimat diatas biar langsung ditanggapi oleh CS indosat?????????,id contoh kalimat diatas cs,id contoh kalimat diatas cs
623,"@IndosatCare
 isinya komplain semua... Terimakasih pulsa saya sdh dikembalikan walau 
ngga tahu persis jumlah pulsa yg kesedot brp. Tolong untuk kedepan 
sistemnya diperbaiki. Dan yg senasib dgn saya juga dikembalikan haknya",terimakasih pulsa persis pulsa kesedot kedepan nasib,terimakasih pulsa persis pulsa kesedot kedepan nasib
624,Seru seruan paan. Suka begal pulsa!,paan pulsa,paan pulsa
625,"Paket
 nya sii keren Cuma indosat yang menawarkan unlimited tanpa FUP, trus 
kalo sinyal mental mentul cuma muter2 gak konek2, masalah jaringan 
lambat  dr dulu gak solve2, apa emang kalian cuma memprioritaskan 
bigcity? Dengarkan keluahan2 para pelanggan kalian",paket nya sii keren dokter prioritas langgan,paket nya sii keren dokter prioritas langgan
626,"apaan..
 busuk nih indosat! saya komplen dari seminggu yg lalu trus senin kmrn 
juga komplen ga digubris. Seru banget ya min Palentinan-nya!",nih komplen senin kemarin komplen digubris banget ya min palentinan,nih komplen senin kemarin komplen digubris banget ya min palentinan
627,"oh seru pake banget, sinyal ga stabil, sering ilang pulak, twit juga kaga di bales,ntap lah pokoknya ..",banget sinyal ilang,banget sinyal ilang
628,Gimana mau seru-seruan kalo pulsa saya ga dibalikin~,pulsa,pulsa
629,Tolong di balas chat saya kak,balas kak,balas kak
630,Udah siapin alasan apa aja nih buat pelanggan yg komplain hari ini? ,siapin langgan,siapin langgan
631,Special banget. Di set preference 4g yng nongol H+. Keprok barudak.,,
632,"Mana bisa seru ,pulsa tiba tiba habis ga jelas penggunaannya buat apa aja #Idontcareinfo",pulsa habis idontcareinfo,pulsa habis idontcareinfo
633,Seru seru apanya sinyal 4G yg dulunya full bar malah nyisa 1 bahkan sering lost. Sinyal 3Gnya juga macam EDGE,apanya sinyal bar nyisa lost sinyal,apanya sinyal bar nyisa lost sinyal
634,Mna bisa seru min...paket habis perpanjangan malah hilang gtu,min paket,min paket
635,"Inget, semua perbuatan nanti akan dipertanggung jawabkan diakhirat kelak. Cuma ngingetin aja",inget dipertanggung diakhirat kelak ngingetin,inget dipertanggung diakhirat kelak ngingetin
636,"Tlong pd @IndosatCare
 yg kata'a prusahaan bsar& hebat, pulsa gue di colong gitu aja. 
Pdahal kuota masih 5gb, komplain di DM respon'a lelet, skali'a dibales 
gk msuk akal alasan'a.
Kl gk di gubris jg lbih baik tmpuh jlur hukum, KONSUMEN DI RUGIKAN.
#malingpulsa",prusahaan bsar hebat pulsa pdahal kuota gubris jlur hukum konsumen,prusahaan bsar hebat pulsa pdahal kuota gubris jlur hukum konsumen
637,terima kasih atas mentionnya ya. :) _ Arul,kasih,kasih
638,@IndosatCare DM ku ko gak dibales2 min?,dm ku ko min,dm ku ko min
639,@IndosatCare kenapa jaringan di rumah saya tidak stabil dari jam 5 sore tadi mohon di perbaiki !,jaring rumah jam sore,jaring rumah jam sore
640,"@IndosatCare saya ga berlangganan apapun selain paket internet, masa berlaku masi panjang, ko tiba tiba pulsa saya berkurang",langgan paket internet laku masi ko pulsa,langgan paket internet laku masi ko pulsa
641,"Ton @GuyonWaton mohon bantu dipantau. Sudah di DM, nanti kalo misal ga dibales mungkin bisa bantu viralkan. Biar lebih baik pelayanannya ",bantu dm dibales layan,bantu dm dibales layan
642,"@IndosatCare
 Halo min sy mau menyampaikan keluhan. Sy pake paket internet 1gb/24 
jam, di sms tertulis kalo paket berakhir jam 10.52, tp tadi pas mau 
matiin paket jam 10.49 tbtb sy dapet sms kalo pemakaian internet saya 
perkb dan udah habis 26ribu. padahal jamnya blm nyampe loh.pic.twitter.com/fGQLA3NdNT",halo min paket internet gb jam sms paket jam matiin paket jam dapet sms internet perkb jamnya,halo min paket internet gb jam sms paket jam matiin paket jam dapet sms internet perkb jamnya
643,"@IndosatCare Saya pengguna nomor Indosat :
0816539077
0816537385
0816537873
0816569006
0816569007
Semua nomor tersebut sesudah diisi pulsa, LANGSUNG HABIS alias HILANG...??? Kejadian sudah lebih dari tiga bulan ini...!!!

Teguh Ardi Srianto
http://kamasati.or.id ",nomor nomor diisi pulsa alias ardi srianto,nomor nomor diisi pulsa alias ardi srianto
644,"@IndosatCare ko nyolong pulsa terus ya? Paket internet masih ada 300 MB udah dikenakan tarif per kb,selengkapnya sudah saya DM, cc @aduanBRTI @YLKI_ID",ko pulsa ya paket internet mb tarif,ko pulsa ya paket internet mb tarif
645,"@IndosatCare
 saya ingin memberitahukan ada pihak lain yg membuat program hadiah, 
tolong konfirmasi jika tidak ada program undian seperti ini agar tidak 
merugikan banyak org
Tks-pic.twitter.com/zvfzLaaFcd",program hadiah konfirmasi program undi orang,program hadiah konfirmasi program undi orang
646,"@IndosatCare
 pagi, maaf mbak/mas kalau pulsa terus habis padahal tidak dipakai itu 
penyebabnya apa ya?  Soalnya pulsa di nomor saya selalu hilang tiba tiba
 padahal tidak dipakai.  Terimakasih",pagi maaf pulsa ya pulsa nomor,pagi maaf pulsa ya pulsa nomor
647,"@IndosatCare
 min saya baru isi pulsa 25rb dan di gunakan paket yellow 1 GB yang 
seribu, kenapa pulsa saya jadi 0rp, no nya 085717083287, mohon 
konfirmasinya min",min isi pulsa pulsa no nya konfirmasinya min,min isi pulsa pulsa no nya konfirmasinya min
648,"Nomor
 081568495712, waktu kejadian tanggal 9 Februari 2018 tepatnya pukul 
22:02 WIB. Untuk sisa kuota utama 29MB dan kuota malam 9GBpic.twitter.com/70hnTWLuo5",nomor tanggal wib sisa kuota mb kuota malam,nomor tanggal wib sisa kuota mb kuota malam
649,"@IndosatCare
 Min sudah dua kali kepotong pulsa dan belum ada follow upnya. Bagaimana
 ni? Mau beli paket lagi pulsanya kesedot terus. Jadi takut mau isi 
pulsa.",min kali pulsa paket takut isi pulsa,min kali pulsa paket takut isi pulsa
650,"@IndosatCare tolong cek dm min, mohon di tindk lanjuti,",cek,cek
651,"@indosatcare sebelum masa aktif habis saya sudah isi pulsa,tapi ketika perpanjangan paket saya tidak bisa diperpanjang?kenapa?pic.twitter.com/vMl775aPGc",isi pulsa paket,isi pulsa paket
652,Pulsaku juga ilang dm gadibles udh berapa hari namanya lo indosatcare :( care apaan :(,pulsaku ilang,pulsaku ilang
653,"@IndosatCare
 min gimana nih, saya kan udah aktifin paket yellow, tapi pas saya udah 
pake tiba"" pulsa saya abis karena pemakaian nya pulsa perKB... plis 
respon min, dari kemaren gk direspon.. kalo direspon saya apresiasi
Ini ada bukti ss sama waktunyapic.twitter.com/N7VkYqeenO",min pulsa nya pulsa perkb direspon apresiasi bukti,min pulsa nya pulsa perkb direspon apresiasi bukti
654,@IndosatCare kenapa sih Indosat itu suka maling pulsa??,maling pulsa,maling pulsa
